JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=cc7ba80626a4153e&amp;fccid=0d6211fcccf3c7f9&amp;vjs=3"" id=""jl_cc7ba80626a4153e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""React Front-end Developer"">
React Front-end <b>Developer</b></a>",SovTech,Home Based,Just posted,2020-11-10,Work together with back-end developers and web designers to improve usability. Assist back-end developers with coding and troubleshooting.,,https://www.indeed.co.za/rc/clk?jk=cc7ba80626a4153e&fccid=0d6211fcccf3c7f9&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=fbc4be5b6e7b6a4f&amp;fccid=5df390c0a2f433c3&amp;vjs=3"" id=""jl_fbc4be5b6e7b6a4f"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Developer"">
<b>Developer</b></a>",Iemas Financial Services,"Centurion, Gauteng",1 day ago,2020-11-10,Build high-quality scalable and predictable web applications and maintain internal and external facing web applications.,,https://www.indeed.co.za/rc/clk?jk=fbc4be5b6e7b6a4f&fccid=5df390c0a2f433c3&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6a23780da014fc32&amp;fccid=152e270b544ecc73&amp;vjs=3"" id=""jl_6a23780da014fc32"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Sharepoint Developer"">
Sharepoint <b>Developer</b></a>",Britehouse,"Bryanston, Gauteng",30+ days ago,2020-11-10,Britehouse Digital continuously seek software development skills across all levels within the business. To either replace employee turnover or to cater for…,,https://www.indeed.co.za/rc/clk?jk=6a23780da014fc32&fccid=152e270b544ecc73&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c61522a563d78880&amp;fccid=19a311ea4dd95f89&amp;vjs=3"" id=""jl_c61522a563d78880"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,0);"" onmousedown=""return rclk(this,jobmap[12],0);"" rel=""noopener nofollow"" target=""_blank"" title=""PHP Web Developer"">
PHP <b>Web</b> <b>Developer</b></a>",Switch Telecom,"Bryanston, Gauteng",30+ days ago,2020-11-10,Development of new database-driven web applications and web services. Switch Telecom based in the Bryanston area is looking for a mid-weight Web Developer (PHP)…,,https://www.indeed.co.za/rc/clk?jk=c61522a563d78880&fccid=19a311ea4dd95f89&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=ef5b95e51a321387&amp;fccid=fcb2d63b22c2f2e1&amp;vjs=3"" id=""jl_ef5b95e51a321387"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Engineer - Web Frontend"">
Software Engineer - <b>Web</b> Frontend</a>",Luno,"Johannesburg, Gauteng",11 days ago,2020-11-10,"Extensive experience building high quality web applications. Design, build and maintain advanced web applications using Angular and Typescript.",,https://www.indeed.co.za/rc/clk?jk=ef5b95e51a321387&fccid=fcb2d63b22c2f2e1&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=5993daa06e65284e&amp;fccid=0d6211fcccf3c7f9&amp;vjs=3"" id=""jl_5993daa06e65284e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Python Developer"">
Python <b>Developer</b></a>",SovTech,Home Based,Just posted,2020-11-10,Experience building and maintaining APIs via RESTful web services. SovTech (https://www.sovtech.co.za/)'s Enterprise team is looking for a Python Developer to…,,https://www.indeed.co.za/rc/clk?jk=5993daa06e65284e&fccid=0d6211fcccf3c7f9&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=ef5b95e51a321387&amp;fccid=fcb2d63b22c2f2e1&amp;vjs=3"" id=""jl_ef5b95e51a321387"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,0);"" onmousedown=""return rclk(this,jobmap[0],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Engineer - Web Frontend"">
Software Engineer - <b>Web</b> Frontend</a>",Luno,"Johannesburg, Gauteng",11 days ago,2020-11-10,"Extensive experience building high quality web applications. Design, build and maintain advanced web applications using Angular and Typescript.",,https://www.indeed.co.za/rc/clk?jk=ef5b95e51a321387&fccid=fcb2d63b22c2f2e1&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=5993daa06e65284e&amp;fccid=0d6211fcccf3c7f9&amp;vjs=3"" id=""jl_5993daa06e65284e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,0);"" onmousedown=""return rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Python Developer"">
Python <b>Developer</b></a>",SovTech,Home Based,Just posted,2020-11-10,Experience building and maintaining APIs via RESTful web services. SovTech (https://www.sovtech.co.za/)'s Enterprise team is looking for a Python Developer to…,,https://www.indeed.co.za/rc/clk?jk=5993daa06e65284e&fccid=0d6211fcccf3c7f9&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Jentroy/jobs/Software-Developer-a5733f36bbf5e4d9?fccid=487de0acf437dd8b&amp;vjs=3"" id=""jl_a5733f36bbf5e4d9"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,1);"" onmousedown=""return rclk(this,jobmap[2],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Developer"">
Software <b>Developer</b></a>",Jentroy,"Rayton, Gauteng",11 days ago,2020-11-10,"Experience with web services XML, JSON and SOAP. Web services XML, JSON and SOAP: 1 year (Preferred). 3- 4 years’ experience developing web applications using C…",R15 000 - R17 000 a month,https://www.indeed.co.za/company/Jentroy/jobs/Software-Developer-a5733f36bbf5e4d9?fccid=487de0acf437dd8b&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=77ecf9aee949fb1d&amp;fccid=2196de61114dad5c&amp;vjs=3"" id=""jl_77ecf9aee949fb1d"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,0);"" onmousedown=""return rclk(this,jobmap[3],0);"" rel=""noopener nofollow"" target=""_blank"" title=""SQL Developer"">
SQL <b>Developer</b></a>",IsoMetrix,"Johannesburg, Gauteng",4 days ago,2020-11-10,"Engage with project managers, business - and test analysts, system consultants, developers and management in project work. Experience in a customer facing role.",,https://www.indeed.co.za/rc/clk?jk=77ecf9aee949fb1d&fccid=2196de61114dad5c&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=e0bae6a5dc4702da&amp;fccid=56f3ecee5d487ca2&amp;vjs=3"" id=""jl_e0bae6a5dc4702da"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,0);"" onmousedown=""return rclk(this,jobmap[4],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Web Developer (PHP/Wordpress)"">
<b>Web</b> <b>Developer</b> (PHP/Wordpress)</a>",Educor,"Durban, KwaZulu-Natal 3630",4 days ago,2020-11-10,"Educor is the largest private education supplier in Southern Africa., managing 10 educational brands across its more than 60 campuses and sites in South Africa…",,https://www.indeed.co.za/rc/clk?jk=e0bae6a5dc4702da&fccid=56f3ecee5d487ca2&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Hamsoft/jobs/Software-Developer-ff8f2c24d04f8145?fccid=a3e3e32abb33c7d6&amp;vjs=3"" id=""jl_ff8f2c24d04f8145"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,1);"" onmousedown=""return rclk(this,jobmap[5],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Developer"">
Software <b>Developer</b></a>",Hamsoft,"Heidelberg, Gauteng",11 days ago,2020-11-10,"Experience with web services XML, JSON and SOAP. 3- 4 years’ experience developing web applications using C#, .net framework, MVC.",R20 000 - R25 000 a month,https://www.indeed.co.za/company/Hamsoft/jobs/Software-Developer-ff8f2c24d04f8145?fccid=a3e3e32abb33c7d6&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=efd99881383ac79b&amp;fccid=152e270b544ecc73&amp;vjs=3"" id=""jl_efd99881383ac79b"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[6],true,0);"" onmousedown=""return rclk(this,jobmap[6],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Angular Web Developer"">
Angular <b>Web</b> <b>Developer</b></a>",Britehouse,"Bryanston, Gauteng",30+ days ago,2020-11-10,Communicating with external web services. Cooperating with the back-end developer in the process of building the RESTful API. Must be reliable and responsible.,,https://www.indeed.co.za/rc/clk?jk=efd99881383ac79b&fccid=152e270b544ecc73&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=95e56619223e2477&amp;fccid=216597317ca63017&amp;vjs=3"" id=""jl_95e56619223e2477"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[7],true,0);"" onmousedown=""return rclk(this,jobmap[7],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Front-End Developer"">
Front-End <b>Developer</b></a>",IQbusiness South Africa,"Johannesburg, Gauteng",5 days ago,2020-11-10,"Experience in developing web applications using at least one popular web framework e.g. MVC / MVVM. Are you passionate about building great, user friendly front…",,https://www.indeed.co.za/rc/clk?jk=95e56619223e2477&fccid=216597317ca63017&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=3b3111664bc4ac96&amp;fccid=01033342134bf9cb&amp;vjs=3"" id=""jl_3b3111664bc4ac96"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Web Developer"">
Senior <b>Web</b> <b>Developer</b></a>",MDK Appointments,"Sandton, Gauteng",30+ days ago,2020-11-10,"Javascript, jQuery, NoJS, AngularJS, HTML5,web2.0, Ajax. RESTful Principles and API development essential. Database integration, MySQL, SQL knowledge essential.",,https://www.indeed.co.za/rc/clk?jk=3b3111664bc4ac96&fccid=01033342134bf9cb&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/PrepaidMeters.co.za/jobs/Crypto-Currency-Blockchain-Software-Developer-f8b016ed11f1bd49?fccid=bd509e7933540543&amp;vjs=3"" id=""jl_f8b016ed11f1bd49"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Crypto Currency Blockchain Software Developer"">
Crypto Currency Blockchain Software <b>Developer</b></a>",PrepaidMeters.co.za,"Northcliff, Gauteng",30+ days ago,2020-11-10,The focus on developers is growth and development. Lots of technologies to play with (especially if you are a C++ developer as well).,,https://www.indeed.co.za/company/PrepaidMeters.co.za/jobs/Crypto-Currency-Blockchain-Software-Developer-f8b016ed11f1bd49?fccid=bd509e7933540543&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=b1793feb2cd7825d&amp;fccid=152e270b544ecc73&amp;vjs=3"" id=""jl_b1793feb2cd7825d"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Front-End Developer"">
Front-End <b>Developer</b></a>",Britehouse,South Africa,30+ days ago,2020-11-10,Communicating with external web services. Cooperating with the back-end developer in the process of building the RESTful API. Must be reliable and responsible.,,https://www.indeed.co.za/rc/clk?jk=b1793feb2cd7825d&fccid=152e270b544ecc73&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/ZatecHub-(PTY)-Ltd/jobs/Web-Developer-dc4d7d06dbd70595?fccid=ba9e454ff1f97c61&amp;vjs=3"" id=""jl_dc4d7d06dbd70595"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Web Developer"">
<b>Web</b> <b>Developer</b></a>",ZatecHub (Pty) Ltd,"Pretoria, Gauteng",7 days ago,2020-11-10,Become part of our team and start working on innovative projects that actively shape the world of tomorrow’s eCommerce and online shopping.,,https://www.indeed.co.za/company/ZatecHub-(PTY)-Ltd/jobs/Web-Developer-dc4d7d06dbd70595?fccid=ba9e454ff1f97c61&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=9413bbe0a204e510&amp;fccid=864a44d4a11bb27f&amp;vjs=3"" id=""jl_9413bbe0a204e510"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,1);"" onmousedown=""return rclk(this,jobmap[12],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Junior Web Developer"">
Junior <b>Web</b> <b>Developer</b></a>",Handpicked Recruitment,"Pretoria, Gauteng",12 days ago,2020-11-10,"Must have a strong understanding of UI, cross-browser compatibility, general web functions and standards. The role of the Junior Web Developer is designing,…",R18 000 - R20 000 a month,https://www.indeed.co.za/rc/clk?jk=9413bbe0a204e510&fccid=864a44d4a11bb27f&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/TLT-Apponting/jobs/C++-Developer-5b69bfc3ffbed815?fccid=8e33177109f7ab86&amp;vjs=3"" id=""jl_5b69bfc3ffbed815"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""C++ developer"">
C++ <b>developer</b></a>",TLT Apponting,"Johannesburg, Gauteng",7 days ago,2020-11-10,You must have strong experience in IOS or Android • You must have at least two years of experience developing Mobile application • Experience in UI & respect…,,https://www.indeed.co.za/company/TLT-Apponting/jobs/C++-Developer-5b69bfc3ffbed815?fccid=8e33177109f7ab86&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=d6babed41ae08d2f&amp;fccid=a1070b82f2c26ef5&amp;vjs=3"" id=""jl_d6babed41ae08d2f"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,1);"" onmousedown=""return rclk(this,jobmap[14],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Web Developer"">
<b>Web</b> <b>Developer</b></a>",Performit Personnel,"Port Elizabeth, Eastern Cape",6 days ago,2020-11-10,Must have more 3+ years web development experience in industry. We are looking for a Web Developer for a Renowned Company in Port Elizabeth.,R30 000 a month,https://www.indeed.co.za/rc/clk?jk=d6babed41ae08d2f&fccid=a1070b82f2c26ef5&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0AMOOo83f3x9FLd22RLK3YfFusStXJLn5R4tAT9NKF0tDYsI0lEjbzF7WAawi3_ftBe1NKxUVqzallQsCtjBov8ap2hRDoKmCyXv3afXKzUyJSKHitR189S-alo5Ltkj3G7WaZgIsvGC6d9CZiiBdAPGps-JQppVaCfNt7ofedNFxnN6lKYplVNCfGm7idcbiOPY78ayDh1ZF6CuNQFBZeIpdHXRn2a--RcZhvVYe_NILK3B8vk1OssydP4Y377NIYMalI5OYzuYf7IKisPKjDeTxOJGLBMRrHDkEtk1sKlN1b7-zYSznYlBCNZpsDxLTz-aEbMu7hLUVv9x9hRXr0lX-DhtlTbII1-Fo1VLVsx6UwBn0x5saKCYdDFG2xDuBWchM0Fa69ZNJolFHhIGmi9wY-PjC9aCgjrG0NdWiliIE1HLKWLjxCovsvOp74nSGCibzzkE01unYyfEnY1yi6rx-5nzzsFVEsXV0eX0U36tZPOTuZ9acqZIO6SgZmlSnwuGhZlvFs6uQjXw54kcPwD18SDpdOQSvF8pKt8LM8Y989LowD5UgMeVlNwv9uowC2plH090z_DThfMPLn6xGKpeTBJpEY-6zDO73jbeFi8hVXaiz_Hp_AF9V5vC_BgZHw=&amp;p=0&amp;fvj=0&amp;vjs=3"" id=""sja0"" onclick=""setRefineByCookie([]); sjoc('sja0', 1); convCtr('SJ'); rclk(this,jobmap[0],true,1);"" onmousedown=""sjomd('sja0'); clk('sja0'); rclk(this,jobmap[0],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Front End Developer"">
Front End <b>Developer</b></a>",Creative Leadership Solutions,"Pretoria, Gauteng",5 days ago,2020-11-10,To utilise various web-based development languages to build responsive and adaptive UI for internal and public facing web applications.,R40 000 a month,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0AMOOo83f3x9FLd22RLK3YfFusStXJLn5R4tAT9NKF0tDYsI0lEjbzF7WAawi3_ftBe1NKxUVqzallQsCtjBov8ap2hRDoKmCyXv3afXKzUyJSKHitR189S-alo5Ltkj3G7WaZgIsvGC6d9CZiiBdAPGps-JQppVaCfNt7ofedNFxnN6lKYplVNCfGm7idcbiOPY78ayDh1ZF6CuNQFBZeIpdHXRn2a--RcZhvVYe_NILK3B8vk1OssydP4Y377NIYMalI5OYzuYf7IKisPKjDeTxOJGLBMRrHDkEtk1sKlN1b7-zYSznYlBCNZpsDxLTz-aEbMu7hLUVv9x9hRXr0lX-DhtlTbII1-Fo1VLVsx6UwBn0x5saKCYdDFG2xDuBWchM0Fa69ZNJolFHhIGmi9wY-PjC9aCgjrG0NdWiliIE1HLKWLjxCovsvOp74nSGCibzzkE01unYyfEnY1yi6rx-5nzzsFVEsXV0eX0U36tZPOTuZ9acqZIO6SgZmlSnwuGhZlvFs6uQjXw54kcPwD18SDpdOQSvF8pKt8LM8Y989LowD5UgMeVlNwv9uowC2plH090z_DThfMPLn6xGKpeTBJpEY-6zDO73jbeFi8hVXaiz_Hp_AF9V5vC_BgZHw=&p=0&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOFWuwbkbensZSdUAtTteQEd8fu3yhLr3ukAC12KHfQgcljDZDfUcxlmtEEk4j9p-tB8mv9LsGgUHkLw89_CQWWecQgxTZpxBOwjRxLDE71Q0H-7CXGCqkHnvi6TfcHNywrXcPe9I2Q17d7JttpisJdx-jdenRY4rhRZk8uxHYyfTq47btgXzipMul0QgEO7Xmu3TVO2llqxntogN-LGrboVDRdODpj9xbJR1yNB9eOSaAZ1OG3y-D-wAF5yds8n-BOuC3woRzRF9JrF7zWu4i5g-0l3KWhCXK7t9QONSumRia_YrfGqr8QdY0oMSnFWfMO2gIMgShduYFb_-prxqtT2zbRdniYMHT3PLwwteQPoyipWbpYXkjQ81wwWc_AlebBJNkCuece_ZE2ZmUJbWmRdNxZYEltxwbWBEjLP_dOF9XittcWjwfOifkBHyoOfDWCOSty1OYAtI0eJDqpfDPpd4Kai2-mum_dVDaEjgyNkES6R58JcvTl7tY3l7iXUqKlmVxXuyx9tevbghF04GhFlejl-uZn42sIazSRq9ZrPJ6fXGlQ7efpL0ntXekXSf0=&amp;p=1&amp;fvj=0&amp;vjs=3"" id=""sja1"" onclick=""setRefineByCookie([]); sjoc('sja1', 0); convCtr('SJ'); rclk(this,jobmap[1],true,0);"" onmousedown=""sjomd('sja1'); clk('sja1'); rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Front end Developer"">
Front end <b>Developer</b></a>",NETWORK IT BRUMA,"Johannesburg, Gauteng",4 days ago,2020-11-10,Experience in developing web applications using at least one popular web framework e.g. MVC / MVVM. Technology Stack that may be used:,,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOFWuwbkbensZSdUAtTteQEd8fu3yhLr3ukAC12KHfQgcljDZDfUcxlmtEEk4j9p-tB8mv9LsGgUHkLw89_CQWWecQgxTZpxBOwjRxLDE71Q0H-7CXGCqkHnvi6TfcHNywrXcPe9I2Q17d7JttpisJdx-jdenRY4rhRZk8uxHYyfTq47btgXzipMul0QgEO7Xmu3TVO2llqxntogN-LGrboVDRdODpj9xbJR1yNB9eOSaAZ1OG3y-D-wAF5yds8n-BOuC3woRzRF9JrF7zWu4i5g-0l3KWhCXK7t9QONSumRia_YrfGqr8QdY0oMSnFWfMO2gIMgShduYFb_-prxqtT2zbRdniYMHT3PLwwteQPoyipWbpYXkjQ81wwWc_AlebBJNkCuece_ZE2ZmUJbWmRdNxZYEltxwbWBEjLP_dOF9XittcWjwfOifkBHyoOfDWCOSty1OYAtI0eJDqpfDPpd4Kai2-mum_dVDaEjgyNkES6R58JcvTl7tY3l7iXUqKlmVxXuyx9tevbghF04GhFlejl-uZn42sIazSRq9ZrPJ6fXGlQ7efpL0ntXekXSf0=&p=1&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yMi26bOk5YN7mvlLf7dc60ZwsKLM3cqaoe5rgyRVUBbaJhubgnOAAIbmGzCwGvaiiu1wGJ3j4wjO6sEzmRqov8gAKfbu2AjNPqwiESI9i_ZRKEqfa0atMJ1QVmmiF9nEd8x_d0CMt26ZjWk7ijzoqia1wXVAOWR-SWpXsxh9Ff6JzjXo2dkkHLyJCCM1sD2iW_KbqV5cfZMus4nUFud4qkMLVy317e8ZgUqQRRVCAsw70TCqcA6jDzWXlNNt10KUzGWxOVKy_LCqHzEG05rmk4KNXmeA5XisqZbytPlbj_69BWN8zqTO3PHRzt7kBDP_0hWWbKgGQYyIPZmFrjLLSuTfKiqLOAp9zGvIybCSxaVaH2dBljzKatZ76K4NAMdU4eFrNrYEpsw9xoKq6lz-R0sM0h_wGJ5rLAopeiKt9hllGKp_7RrTuh2ZZo3OVkfNJc4CCTtorFehjN94aR7SQ4NSED8P7xSx_jVB9bjFpAqNrUqCNFTPiiPDnk4sBLZppoedYQN2ZFMg0JpvVzU3P5Omr0t9a4RRyNTsMLGy9aCP-JYhBVh8MXa&amp;p=2&amp;fvj=0&amp;vjs=3"" id=""sja2"" onclick=""setRefineByCookie([]); sjoc('sja2', 0); convCtr('SJ'); rclk(this,jobmap[2],true,0);"" onmousedown=""sjomd('sja2'); clk('sja2'); rclk(this,jobmap[2],0);"" rel=""noopener nofollow"" target=""_blank"" title=""IT Developer"">
IT <b>Developer</b></a>",HWSETA,"Johannesburg, Gauteng",Just posted,2020-11-10,Contribute in all phases of the development cycle. Develop and deploy new features to facilitate related procedures and tools if necessary.,,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yMi26bOk5YN7mvlLf7dc60ZwsKLM3cqaoe5rgyRVUBbaJhubgnOAAIbmGzCwGvaiiu1wGJ3j4wjO6sEzmRqov8gAKfbu2AjNPqwiESI9i_ZRKEqfa0atMJ1QVmmiF9nEd8x_d0CMt26ZjWk7ijzoqia1wXVAOWR-SWpXsxh9Ff6JzjXo2dkkHLyJCCM1sD2iW_KbqV5cfZMus4nUFud4qkMLVy317e8ZgUqQRRVCAsw70TCqcA6jDzWXlNNt10KUzGWxOVKy_LCqHzEG05rmk4KNXmeA5XisqZbytPlbj_69BWN8zqTO3PHRzt7kBDP_0hWWbKgGQYyIPZmFrjLLSuTfKiqLOAp9zGvIybCSxaVaH2dBljzKatZ76K4NAMdU4eFrNrYEpsw9xoKq6lz-R0sM0h_wGJ5rLAopeiKt9hllGKp_7RrTuh2ZZo3OVkfNJc4CCTtorFehjN94aR7SQ4NSED8P7xSx_jVB9bjFpAqNrUqCNFTPiiPDnk4sBLZppoedYQN2ZFMg0JpvVzU3P5Omr0t9a4RRyNTsMLGy9aCP-JYhBVh8MXa&p=2&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=95e56619223e2477&amp;fccid=216597317ca63017&amp;vjs=3"" id=""jl_95e56619223e2477"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,0);"" onmousedown=""return rclk(this,jobmap[3],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Front-End Developer"">
Front-End <b>Developer</b></a>",IQbusiness South Africa,"Johannesburg, Gauteng",5 days ago,2020-11-10,"Experience in developing web applications using at least one popular web framework e.g. MVC / MVVM. Are you passionate about building great, user friendly front…",,https://www.indeed.co.za/rc/clk?jk=95e56619223e2477&fccid=216597317ca63017&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=3b3111664bc4ac96&amp;fccid=01033342134bf9cb&amp;vjs=3"" id=""jl_3b3111664bc4ac96"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,0);"" onmousedown=""return rclk(this,jobmap[4],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Web Developer"">
Senior <b>Web</b> <b>Developer</b></a>",MDK Appointments,"Sandton, Gauteng",30+ days ago,2020-11-10,"Javascript, jQuery, NoJS, AngularJS, HTML5,web2.0, Ajax. RESTful Principles and API development essential. Database integration, MySQL, SQL knowledge essential.",,https://www.indeed.co.za/rc/clk?jk=3b3111664bc4ac96&fccid=01033342134bf9cb&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/PrepaidMeters.co.za/jobs/Crypto-Currency-Blockchain-Software-Developer-f8b016ed11f1bd49?fccid=bd509e7933540543&amp;vjs=3"" id=""jl_f8b016ed11f1bd49"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,0);"" onmousedown=""return rclk(this,jobmap[5],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Crypto Currency Blockchain Software Developer"">
Crypto Currency Blockchain Software <b>Developer</b></a>",PrepaidMeters.co.za,"Northcliff, Gauteng",30+ days ago,2020-11-10,The focus on developers is growth and development. Lots of technologies to play with (especially if you are a C++ developer as well).,,https://www.indeed.co.za/company/PrepaidMeters.co.za/jobs/Crypto-Currency-Blockchain-Software-Developer-f8b016ed11f1bd49?fccid=bd509e7933540543&vjs=3
